0,00010
0,00012
0,00014
0,00016
0,00018
0,00020
0,00022
0,00024
0,00026
0,00028
0,00030
0,00032
0,00034
0,00036
0,00038
0,00040
0,00042
0,00044
0,00046
0,00048
0,00050
0,00052
0,00054
0,00056
0,00058
0,00060
0,00062
0,00064
0,00066
0,00068
0,00070
0,00072
0,00074
0,00076
0,00078
0,00080
0,00082
0,00084
0,00086
0,00088
0,00090
0,00092
0,00094
0,00096
0,00098
0,00100
0,00120
0,00140
0,00160
0,00180
0,00200
0,00220
0,00240
0,00260
0,00280
0,00300
0,00320
0,00340
0,00360
0,00380
0,00400
0,00420
0,00440
0,00460
0,00480
0,00500
0,00520
0,00540
0,00560
0,00580
0,00600
0,00620
0,00640
0,00660
0,00680
0,00700
0,00720
0,00740
0,00760
0,00780
0,00800
0,00820
0,00840
0,00860
0,00880
0,00900
0,00920
0,00940
0,00960
0,00980
0,01000
0,01200
0,01400
0,01600
0,01800
0,02000
0,02200
0,02400
0,02600
0,02800
0,03000
0,03200
0,03400
0,03600
0,03800
0,04000
0,04200
0,04400
0,04600
0,04800
0,05000
0,05200
0,05400
0,05600
0,05800
0,06000
0,06200
0,06400
0,06600
0,06800
0,07000
0,07200
0,07400
0,07600
0,07800
0,08000
0,08200
0,08400
0,08600
0,08800
0,09000
0,09200
0,09400
0,09600
0,09800
0,10000
